SUBJECT_COURSE_SECTION,COURSE_TITLE,PRIMARY_INSTRUCTOR_NAME,SECONDARY_INSTRUCTOR_NAME,A_PLUS,A,A_MINUS,B_PLUS,B,B_MINUS,C_PLUS,C,C_MINUS,D_PLUS,D,D_MINUS,F,WITHDRAWN,SEMESTER,YEAR,LACKS_PLUS_MINUS
WMST:D008:,WMST D008,Rosanna Alvarez,,,8,,,9,,,4,,,0,,3,1,Winter,2017,1
WMST:D008:,WMST D008,Julie Lewis,,,11,,,4,,,3,,,2,,1,16,Winter,2017,1
WMST:D009:,WMST D009,Carol Cini,,,2,,,4,,,6,,,1,,3,1,Winter,2017,1
WMST:D012:,WMST D012,Harvey Cohen,,,3,,,7,,,6,,,3,,2,0,Winter,2017,1
WMST:D024:,WMST D024,Marc Coronado,,,7,,,0,,,0,,,0,,0,1,Winter,2017,1
WMST:D027:,WMST D027,Rosanna Alvarez,,,14,,,11,,,5,,,0,,2,2,Winter,2017,1
WMST:D028:,WMST D028,Steve Nava,,,0,,,1,,,1,,,0,,0,1,Winter,2017,1
ACCT:D001A:,ACCT D001A,Lawrence Osborne,,,26,,,5,,,4,,,1,,1,5,Fall,2016,1
ACCT:D001A:,ACCT D001A,Lawrence Osborne,,,20,,,12,,,4,,,1,,2,1,Fall,2016,1
ACCT:D001A:,ACCT D001A,Lawrence Osborne,,,26,,,5,,,4,,,1,,1,5,Fall,2016,1
ACCT:D001A:,ACCT D001A,Lawrence Osborne,,,20,,,12,,,4,,,1,,2,1,Fall,2016,1
ACCT:D001A:,ACCT D001A,Mary Breen,,,10,,,7,,,9,,,7,,4,6,Fall,2016,1
ACCT:D001A:,ACCT D001A,Mary Breen,,,12,,,6,,,6,,,3,,5,6,Fall,2016,1
ACCT:D001A:,ACCT D001A,Mary Breen,,,10,,,7,,,9,,,7,,4,6,Fall,2016,1
ACCT:D001A:,ACCT D001A,Mary Breen,,,12,,,6,,,6,,,3,,5,6,Fall,2016,1
ACCT:D001A:,ACCT D001A,Walter Gough,,,16,,,5,,,3,,,1,,1,18,Fall,2016,1
ACCT:D001A:,ACCT D001A,Walter Gough,,,16,,,5,,,3,,,1,,1,18,Fall,2016,1
ACCT:D001A:,ACCT D001A,Lih Hung,,,19,,,15,,,10,,,1,,1,2,Fall,2016,1
ACCT:D001A:,ACCT D001A,Lih Hung,,,19,,,15,,,10,,,1,,1,2,Fall,2016,1
ACCT:D001A:,ACCT D001A,Timothy Ratchford,,,9,,,5,,,3,,,5,,13,5,Fall,2016,1
ACCT:D001A:,ACCT D001A,Timothy Ratchford,,,15,,,13,,,6,,,2,,3,2,Fall,2016,1
ACCT:D001A:,ACCT D001A,Timothy Ratchford,,,9,,,5,,,3,,,5,,13,5,Fall,2016,1
ACCT:D001A:,ACCT D001A,Timothy Ratchford,,,15,,,13,,,6,,,2,,3,2,Fall,2016,1
ACCT:D001A:,ACCT D001A,Lydia Botsford,,,18,,,6,,,4,,,0,,4,6,Fall,2016,1
ACCT:D001A:,ACCT D001A,Lydia Botsford,,,18,,,6,,,4,,,0,,4,6,Fall,2016,1
ACCT:D001A:,ACCT D001A,Kevin Mello,,,17,,,9,,,4,,,0,,0,9,Fall,2016,1
ACCT:D001A:,ACCT D001A,Kevin Mello,,,17,,,9,,,4,,,0,,0,9,Fall,2016,1
ACCT:D001A:,ACCT D001A,Stephen Hurst,,,8,,,12,,,10,,,0,,5,3,Fall,2016,1
ACCT:D001A:,ACCT D001A,Stephen Hurst,,,8,,,12,,,10,,,0,,5,3,Fall,2016,1
ACCT:D001A:,ACCT D001A,Se Park,,,6,,,7,,,7,,,0,,1,7,Fall,2016,1
ACCT:D001A:,ACCT D001A,Jeffrey West,,,9,,,6,,,5,,,4,,11,6,Fall,2016,1
ACCT:D001A:,ACCT D001A,Jeffrey West,,,9,,,6,,,5,,,4,,11,6,Fall,2016,1
ACCT:D001A:,ACCT D001A,Christopher Kwak,,,10,,,4,,,5,,,7,,4,6,Fall,2016,1
ACCT:D001A:,ACCT D001A,Christopher Kwak,,,10,,,7,,,7,,,7,,5,2,Fall,2016,1
ACCT:D001A:,ACCT D001A,Christopher Kwak,,,10,,,4,,,5,,,7,,4,6,Fall,2016,1
ACCT:D001A:,ACCT D001A,Christopher Kwak,,,10,,,7,,,7,,,7,,5,2,Fall,2016,1
ACCT:D001A:,ACCT D001A,Christopher Kwak,,,4,,,9,,,8,,,5,,7,5,Fall,2016,1
ACCT:D001A:,ACCT D001A,Letha Jeanpierre,,,8,,,8,,,2,,,4,,11,12,Fall,2016,1
ACCT:D001A:,ACCT D001A,Mark Martinelli,,,10,,,6,,,4,,,1,,5,4,Fall,2016,1
ACCT:D001A:,ACCT D001A,Mark Martinelli,,,10,,,6,,,4,,,1,,5,4,Fall,2016,1
ACCT:D001A:,ACCT D001A,Danny Salah,,,6,,,14,,,12,,,3,,3,1,Fall,2016,1
ACCT:D001A:,ACCT D001A,Danny Salah,,,6,,,14,,,12,,,3,,3,1,Fall,2016,1
ACCT:D001A:,ACCT D001A,Danny Salah,,,9,,,14,,,7,,,4,,7,1,Fall,2016,1
ACCT:D001B:,ACCT D001B,Mary Breen,,,10,,,9,,,7,,,3,,2,12,Fall,2016,1
ACCT:D001B:,ACCT D001B,Mary Breen,,,5,,,11,,,5,,,1,,0,15,Fall,2016,1
ACCT:D001B:,ACCT D001B,Lih Hung,,,14,,,13,,,11,,,0,,3,5,Fall,2016,1
ACCT:D001B:,ACCT D001B,Kevin Mello,,,14,,,11,,,5,,,3,,1,9,Fall,2016,1
ACCT:D001B:,ACCT D001B,Kevin Mello,,,7,,,17,,,7,,,3,,3,12,Fall,2016,1
ACCT:D001B:,ACCT D001B,Stephen Hurst,,,14,,,14,,,7,,,1,,6,2,Fall,2016,1
ACCT:D001B:,ACCT D001B,Jeffrey West,,,8,,,12,,,10,,,4,,9,4,Fall,2016,1
ACCT:D001C:,ACCT D001C,Lawrence Osborne,,,25,,,12,,,4,,,3,,3,1,Fall,2016,1
ACCT:D001C:,ACCT D001C,Lydia Botsford,,,21,,,6,,,5,,,2,,0,2,Fall,2016,1
ACCT:D001C:,ACCT D001C,Lydia Botsford,,,19,,,8,,,9,,,1,,1,2,Fall,2016,1
ACCT:D001C:,ACCT D001C,Lakshmamma Venkata,,,13,,,2,,,5,,,0,,4,1,Fall,2016,1
ACCT:D001C:,ACCT D001C,Lakshmamma Venkata,,,14,,,4,,,5,,,6,,3,6,Fall,2016,1
ACCT:D01AH:,ACCT D01AH,Walter Gough,,,2,,,0,,,0,,,0,,0,0,Fall,2016,1
ACCT:D01AH:,ACCT D01AH,Kevin Mello,,,4,,,0,,,0,,,0,,0,0,Fall,2016,1
ACCT:D01BH:,ACCT D01BH,Kevin Mello,,,1,,,0,,,0,,,0,,0,0,Fall,2016,1
ACCT:D01CH:,ACCT D01CH,Lydia Botsford,,,1,,,0,,,0,,,0,,0,0,Fall,2016,1
ACCT:D01CH:,ACCT D01CH,Lydia Botsford,,,0,,,0,,,0,,,0,,0,0,Fall,2016,1
ACCT:D051A:,ACCT D051A,Kevin Mello,,,10,,,6,,,7,,,2,,1,12,Fall,2016,1
ACCT:D058:,ACCT D058,Christopher Kwak,,,16,,,3,,,2,,,0,,0,3,Fall,2016,1
ACCT:D064:,ACCT D064,Lilian Masters,,,5,,,11,,,4,,,1,,1,6,Fall,2016,1
ACCT:D064:,ACCT D064,Lilian Masters,,,3,,,5,,,5,,,2,,1,6,Fall,2016,1
ACCT:D066:,ACCT D066,Walter Gough,,,14,,,4,,,0,,,0,,5,1,Fall,2016,1
ACCT:D067A:,ACCT D067A,Lydia Botsford,,,10,,,6,,,3,,,1,,7,9,Fall,2016,1
ACCT:D067A:,ACCT D067A,Michael Riordan,,,10,,,7,,,3,,,1,,5,3,Fall,2016,1
ACCT:D067B:,ACCT D067B,Lydia Botsford,,,7,,,11,,,4,,,0,,2,7,Fall,2016,1
ACCT:D075:,ACCT D075,Lawrence Osborne,,,8,,,3,,,1,,,0,,4,6,Fall,2016,1
ACCT:D086:,ACCT D086,Laurienne Hammond,,,23,,,2,,,0,,,0,,1,0,Fall,2016,1
ACCT:D088:,ACCT D088,Laurienne Hammond,,,15,,,8,,,1,,,1,,0,5,Fall,2016,1
ACCT:D87AI:,ACCT D87AI,Laurienne Hammond,,,22,,,0,,,0,,,0,,2,6,Fall,2016,1
ADMJ:D001:,ADMJ D001,James Suits,,,11,,,5,,,15,,,5,,4,2,Fall,2016,1
ADMJ:D001:,ADMJ D001,Rodney Gomes,,,8,,,7,,,16,,,1,,4,4,Fall,2016,1
ADMJ:D001:,ADMJ D001,Bryan Peretti,,,13,,,6,,,10,,,9,,7,1,Fall,2016,1
ADMJ:D003:,ADMJ D003,Terry Ellis,,,5,,,6,,,7,,,1,,11,3,Fall,2016,1
ADMJ:D003:,ADMJ D003,Griffin Bonini,,,13,,,10,,,4,,,0,,2,2,Fall,2016,1
ADMJ:D005:,ADMJ D005,James Suits,,,4,,,2,,,5,,,3,,3,2,Fall,2016,1
ADMJ:D025:,ADMJ D025,Michael Lowy,,,4,,,7,,,2,,,1,,0,7,Fall,2016,1
ADMJ:D029:,ADMJ D029,Meghan Kensler,,,10,,,9,,,1,,,4,,4,4,Fall,2016,1
ADMJ:D055:,ADMJ D055,Marni Lawlor,,,26,,,5,,,3,,,2,,5,4,Fall,2016,1
ADMJ:D056:,ADMJ D056,James Suits,,,4,,,9,,,5,,,2,,7,5,Fall,2016,1
ADMJ:D062:,ADMJ D062,Griffin Bonini,,,9,,,20,,,1,,,0,,2,3,Fall,2016,1
ADMJ:D064:,ADMJ D064,Terry Ellis,,,0,,,0,,,0,,,0,,1,0,Fall,2016,1
ADMJ:D064X:,ADMJ D064X,Terry Ellis,,,0,,,0,,,0,,,0,,0,0,Fall,2016,1
ADMJ:D064Y:,ADMJ D064Y,Terry Ellis,,,0,,,0,,,0,,,0,,0,0,Fall,2016,1
ADMJ:D064Z:,ADMJ D064Z,Terry Ellis,,,1,,,0,,,0,,,0,,0,0,Fall,2016,1
ADMJ:D073:,ADMJ D073,Rodney Gomes,,,5,,,16,,,6,,,8,,3,0,Fall,2016,1
ADMJ:D075:,ADMJ D075,James Suits,,,8,,,6,,,8,,,5,,1,1,Fall,2016,1
ADMJ:D084:,ADMJ D084,Jeremiah Garrido,,,27,,,15,,,3,,,0,,1,3,Fall,2016,1
ADMJ:D090A:,ADMJ D090A,Daniel Logan,,,9,,,12,,,1,,,1,,1,5,Fall,2016,1
ANTH:D001:,ANTH D001,Robert Cartier,,,21,,,17,,,8,,,0,,3,1,Fall,2016,1
ANTH:D001:,ANTH D001,Ameeta Tiwana,,,20,,,13,,,5,,,2,,2,3,Fall,2016,1
ANTH:D001:,ANTH D001,Ameeta Tiwana,,,30,,,43,,,17,,,2,,0,6,Fall,2016,1
ANTH:D001:,ANTH D001,Isaiah Nengo,,,14,,,11,,,6,,,7,,4,6,Fall,2016,1
ANTH:D001:,ANTH D001,Isaiah Nengo,,,7,,,10,,,4,,,1,,1,2,Fall,2016,1
ANTH:D001:,ANTH D001,Ana Casareto,,,10,,,8,,,5,,,0,,8,8,Fall,2016,1
ANTH:D001:,ANTH D001,Ana Casareto,,,6,,,3,,,0,,,0,,3,2,Fall,2016,1
ANTH:D001:,ANTH D001,Kathaeryne Soluri,,,23,,,17,,,5,,,0,,1,3,Fall,2016,1
ANTH:D001:,ANTH D001,Kathaeryne Soluri,,,23,,,13,,,10,,,0,,1,1,Fall,2016,1
ANTH:D001:,ANTH D001,Daniel Solomon,,,28,,,3,,,4,,,1,,10,3,Fall,2016,1
ANTH:D001:,ANTH D001,Julie Hui,,,4,,,9,,,7,,,2,,6,6,Fall,2016,1
ANTH:D001:,ANTH D001,Julie Hui,,,21,,,6,,,2,,,2,,4,7,Fall,2016,1
ANTH:D001H:,ANTH D001H,Ameeta Tiwana,,,0,,,1,,,0,,,0,,0,0,Fall,2016,1
ANTH:D001H:,ANTH D001H,Ameeta Tiwana,,,0,,,0,,,0,,,0,,0,0,Fall,2016,1
ANTH:D001H:,ANTH D001H,Ana Casareto,,,0,,,0,,,0,,,0,,0,0,Fall,2016,1
ANTH:D001H:,ANTH D001H,Ana Casareto,,,0,,,0,,,0,,,0,,0,0,Fall,2016,1
ANTH:D001L:,ANTH D001L,Ameeta Tiwana,,,10,,,12,,,1,,,0,,0,1,Fall,2016,1
ANTH:D001L:,ANTH D001L,Ameeta Tiwana,,,24,,,1,,,1,,,0,,0,1,Fall,2016,1
ANTH:D001L:,ANTH D001L,Isaiah Nengo,,,12,,,8,,,0,,,0,,0,1,Fall,2016,1
ANTH:D001L:,ANTH D001L,Salvador Contreras,,,21,,,2,,,1,,,2,,1,1,Fall,2016,1
ANTH:D002:,ANTH D002,Ameeta Tiwana,,,12,,,9,,,4,,,0,,2,0,Fall,2016,1
ANTH:D002:,ANTH D002,Isaiah Nengo,,,13,,,6,,,1,,,0,,2,1,Fall,2016,1
ANTH:D002:,ANTH D002,Isaiah Nengo,,,12,,,5,,,5,,,1,,4,6,Fall,2016,1
ANTH:D002:,ANTH D002,Daniel Solomon,,,23,,,5,,,1,,,2,,10,2,Fall,2016,1
ANTH:D002:,ANTH D002,Kyejung Yang,,,23,,,14,,,3,,,0,,1,4,Fall,2016,1
ANTH:D002:,ANTH D002,Arianne Ishaya,,,19,,,13,,,2,,,5,,11,6,Fall,2016,1
ANTH:D002:,ANTH D002,Marissa Smith,,,16,,,11,,,5,,,3,,10,1,Fall,2016,1
ANTH:D002:,ANTH D002,Marissa Smith,,,24,,,7,,,6,,,3,,4,6,Fall,2016,1
ANTH:D002:,ANTH D002,Claudia Andrade,,,16,,,10,,,6,,,6,,7,2,Fall,2016,1
ANTH:D002:,ANTH D002,Claudia Andrade,,,23,,,7,,,10,,,0,,4,3,Fall,2016,1
ANTH:D002:,ANTH D002,Leslie Berry,,,70,,,6,,,2,,,0,,4,0,Fall,2016,1
ANTH:D002:,ANTH D002,Shankari Patel,,,9,,,6,,,1,,,0,,2,1,Fall,2016,1
ANTH:D002H:,ANTH D002H,Ameeta Tiwana,,,4,,,0,,,0,,,0,,0,1,Fall,2016,1
ANTH:D003:,ANTH D003,Robert Cartier,,,20,,,10,,,4,,,0,,2,1,Fall,2016,1
ANTH:D004:,ANTH D004,Robert Cartier,,,25,,,15,,,3,,,0,,2,0,Fall,2016,1
ANTH:D006:,ANTH D006,Kyejung Yang,,,15,,,3,,,1,,,1,,1,2,Fall,2016,1
ANTH:D007:,ANTH D007,Lorna Pierce,,,7,,,14,,,4,,,0,,3,4,Fall,2016,1
ARTS:D001A:,ARTS D001A,Paul Roehl,,,108,,,37,,,0,,,0,,0,0,Fall,2016,1
ARTS:D001A:,ARTS D001A,Yael Karmi,,,35,,,16,,,0,,,0,,1,3,Fall,2016,1
ARTS:D001A:,ARTS D001A,Linda Becerril,,,13,,,21,,,21,,,6,,14,17,Fall,2016,1
ARTS:D001A:,ARTS D001A,Natasha Kleit,,,13,,,5,,,6,,,4,,5,3,Fall,2016,1
ARTS:D001B:,ARTS D001B,Deborah Pasturel,,,53,,,9,,,0,,,0,,1,0,Fall,2016,1
ARTS:D002A:,ARTS D002A,Yael Karmi,,,16,,,26,,,6,,,1,,1,2,Fall,2016,1
ARTS:D002B:,ARTS D002B,Heather Peterson,,,9,,,9,,,7,,,7,,4,7,Fall,2016,1
ARTS:D002C:,ARTS D002C,Deborah Pasturel,,,56,,,11,,,0,,,0,,1,1,Fall,2016,1
ARTS:D002D:,ARTS D002D,Paul Roehl,,,36,,,13,,,0,,,0,,1,3,Fall,2016,1
ARTS:D002F:,ARTS D002F,Nicholas Bridger,,,7,,,5,,,1,,,0,,2,5,Fall,2016,1
ARTS:D002F:,ARTS D002F,Catie Cadge-Moore,,,3,,,3,,,4,,,0,,4,3,Fall,2016,1
ARTS:D002F:,ARTS D002F,Catie Cadge-Moore,,,2,,,5,,,1,,,0,,3,4,Fall,2016,1
ARTS:D002F:,ARTS D002F,Nancy Olsen,,,2,,,8,,,2,,,1,,7,4,Fall,2016,1
ARTS:D002F:,ARTS D002F,Nancy Olsen,,,11,,,2,,,4,,,1,,9,2,Fall,2016,1
ARTS:D002F:,ARTS D002F,Nancy Olsen,,,3,,,1,,,0,,,0,,11,7,Fall,2016,1
ARTS:D002G:,ARTS D002G,So Lee,,,8,,,6,,,5,,,3,,4,8,Fall,2016,1
ARTS:D002G:,ARTS D002G,So Lee,,,13,,,5,,,1,,,1,,7,8,Fall,2016,1
ARTS:D002L:,ARTS D002L,Catie Cadge-Moore,,,6,,,4,,,4,,,0,,14,5,Fall,2016,1
ARTS:D004A:,ARTS D004A,Marcia Briggs,,,24,,,1,,,0,,,0,,1,1,Fall,2016,1
ARTS:D004A:,ARTS D004A,Prakash Chandras,,,13,,,3,,,0,,,1,,3,7,Fall,2016,1
ARTS:D004A:,ARTS D004A,Prakash Chandras,,,7,,,5,,,0,,,0,,5,5,Fall,2016,1
ARTS:D004A:,ARTS D004A,Cheryl Coon,,,9,,,9,,,5,,,0,,0,4,Fall,2016,1
ARTS:D004A:,ARTS D004A,Masako Miki,,,9,,,7,,,1,,,0,,5,4,Fall,2016,1
ARTS:D004A:,ARTS D004A,Mark Engel,,,12,,,6,,,2,,,0,,4,1,Fall,2016,1
ARTS:D004B:,ARTS D004B,Cheryl Battiato,,,14,,,4,,,0,,,0,,1,6,Fall,2016,1
ARTS:D004B:,ARTS D004B,Eugene Rodriguez,,,7,,,7,,,5,,,0,,2,1,Fall,2016,1
ARTS:D008:,ARTS D008,Marcia Briggs,,,30,,,0,,,0,,,0,,0,1,Fall,2016,1
ARTS:D008:,ARTS D008,Eugene Rodriguez,,,19,,,5,,,2,,,0,,0,2,Fall,2016,1
ARTS:D010A:,ARTS D010A,Motosuke Ohtake,,,11,,,5,,,0,,,0,,0,3,Fall,2016,1
ARTS:D010B:,ARTS D010B,Motosuke Ohtake,,,5,,,0,,,0,,,0,,0,0,Fall,2016,1
ARTS:D012:,ARTS D012,Eugene Rodriguez,,,19,,,1,,,2,,,0,,0,0,Fall,2016,1
ARTS:D015A:,ARTS D015A,Cheryl Battiato,,,10,,,3,,,0,,,0,,1,0,Fall,2016,1
ARTS:D015B:,ARTS D015B,Cheryl Battiato,,,5,,,0,,,0,,,0,,0,1,Fall,2016,1
ARTS:D015C:,ARTS D015C,Cheryl Battiato,,,3,,,0,,,1,,,0,,0,0,Fall,2016,1
ARTS:D016A:,ARTS D016A,Barbara Allie,,,10,,,2,,,0,,,0,,0,0,Fall,2016,1
ARTS:D016B:,ARTS D016B,Barbara Allie,,,7,,,0,,,0,,,0,,0,0,Fall,2016,1
ARTS:D016C:,ARTS D016C,Barbara Allie,,,4,,,2,,,0,,,0,,0,0,Fall,2016,1
ARTS:D018A:,ARTS D018A,Jonathon Lewycky,,,13,,,3,,,0,,,0,,2,3,Fall,2016,1
ARTS:D018A:,ARTS D018A,Jonathon Lewycky,,,12,,,1,,,1,,,0,,3,2,Fall,2016,1
ARTS:D018A:,ARTS D018A,Jonathon Lewycky,,,9,,,2,,,0,,,0,,0,1,Fall,2016,1
ARTS:D018A:,ARTS D018A,Julia Feld,,,11,,,2,,,3,,,0,,0,1,Fall,2016,1
ARTS:D018D:,ARTS D018D,Jonathon Lewycky,,,5,,,0,,,0,,,0,,0,0,Fall,2016,1
ARTS:D018D:,ARTS D018D,Julia Feld,,,5,,,0,,,0,,,0,,0,1,Fall,2016,1
ARTS:D018E:,ARTS D018E,Jonathon Lewycky,,,2,,,0,,,0,,,0,,0,0,Fall,2016,1
ARTS:D019H:,ARTS D019H,Jonathon Lewycky,,,12,,,2,,,0,,,0,,0,1,Fall,2016,1
ARTS:D020:,ARTS D020,Jonathon Lewycky,,,2,,,0,,,0,,,0,,0,0,Fall,2016,1
ARTS:D037A:,ARTS D037A,Motosuke Ohtake,,,16,,,0,,,0,,,0,,0,3,Fall,2016,1
ARTS:D037B:,ARTS D037B,Motosuke Ohtake,,,1,,,2,,,0,,,0,,0,0,Fall,2016,1
ARTS:D037C:,ARTS D037C,Motosuke Ohtake,,,4,,,0,,,0,,,0,,0,0,Fall,2016,1
ARTS:D053A:,ARTS D053A,Marco Marquez,,,12,,,7,,,2,,,1,,4,2,Fall,2016,1
ARTS:D053A:,ARTS D053A,Marco Marquez,,,16,,,9,,,1,,,2,,1,2,Fall,2016,1
ARTS:D053B:,ARTS D053B,Gokce Kasikci,,,19,,,1,,,1,,,1,,1,2,Fall,2016,1
ARTS:D058A:,ARTS D058A,Motosuke Ohtake,,,8,,,2,,,0,,,0,,0,5,Fall,2016,1
ARTS:D058B:,ARTS D058B,Motosuke Ohtake,,,1,,,1,,,0,,,0,,0,1,Fall,2016,1
ARTS:D058C:,ARTS D058C,Motosuke Ohtake,,,0,,,0,,,0,,,0,,0,0,Fall,2016,1
ARTS:D072:,ARTS D072,Diana Argabrite,,,5,,,0,,,0,,,0,,0,0,Fall,2016,1
ARTS:D085:,ARTS D085,Marco Marquez,,,24,,,8,,,1,,,0,,1,0,Fall,2016,1
ASTR:D004:,ASTR D004,Sherwood Harrington,,,38,,,39,,,44,,,2,,12,9,Fall,2016,1
ASTR:D004:,ASTR D004,Sherwood Harrington,,,45,,,34,,,37,,,3,,15,14,Fall,2016,1
ASTR:D004:,ASTR D004,Sherwood Harrington,,,27,,,23,,,18,,,0,,1,2,Fall,2016,1
ASTR:D004:,ASTR D004,Eric Peterson,,,10,,,11,,,14,,,7,,5,16,Fall,2016,1
ASTR:D004:,ASTR D004,Shirazi Chaharsough,,,71,,,35,,,18,,,8,,3,5,Fall,2016,1
ASTR:D004:,ASTR D004,Araceli Lopez-Garibay,,,24,,,21,,,10,,,2,,6,6,Fall,2016,1
ASTR:D010:,ASTR D010,Eric Peterson,,,3,,,10,,,10,,,6,,5,15,Fall,2016,1
ASTR:D010:,ASTR D010,Thomas Marshburn,,,5,,,4,,,6,,,2,,6,10,Fall,2016,1
AUTO:D050A:,AUTO D050A,William Wishart,,,13,,,9,,,4,,,0,,5,3,Fall,2016,1
AUTO:D050A:,AUTO D050A,William Wishart,,,12,,,7,,,6,,,0,,4,8,Fall,2016,1
AUTO:D050A:,AUTO D050A,Johnathan Walton,,,5,,,6,,,10,,,1,,9,6,Fall,2016,1
AUTO:D050B:,AUTO D050B,Forrest O’Brien,,,9,,,3,,,5,,,0,,2,5,Fall,2016,1
AUTO:D050B:,AUTO D050B,Forrest O’Brien,,,8,,,1,,,5,,,0,,5,1,Fall,2016,1
AUTO:D050B:,AUTO D050B,William Wishart,,,6,,,8,,,2,,,1,,0,3,Fall,2016,1
AUTO:D050B:,AUTO D050B,William Wishart,,,16,,,1,,,1,,,0,,1,4,Fall,2016,1
AUTO:D053A:,AUTO D053A,Michael McCart,,,4,,,15,,,3,,,5,,3,1,Fall,2016,1
AUTO:D060:,AUTO D060,Michael McCart,,,2,,,11,,,4,,,7,,1,1,Fall,2016,1
AUTO:D060A:,AUTO D060A,Johnathan Walton,,,2,,,6,,,6,,,3,,2,0,Fall,2016,1
AUTO:D060B:,AUTO D060B,Johnathan Walton,,,2,,,5,,,6,,,0,,2,5,Fall,2016,1
AUTO:D060D:,AUTO D060D,Johnathan Walton,,,3,,,4,,,8,,,0,,0,0,Fall,2016,1
AUTO:D060E:,AUTO D060E,Johnathan Walton,,,3,,,2,,,7,,,0,,1,0,Fall,2016,1
AUTO:D061A:,AUTO D061A,Melissa Ng,,,10,,,5,,,2,,,1,,0,1,Fall,2016,1
AUTO:D061B:,AUTO D061B,Keith Zimbauer,,,4,,,4,,,2,,,1,,1,3,Fall,2016,1
AUTO:D063:,AUTO D063,Richard Maynard,,,1,,,2,,,1,,,4,,3,1,Fall,2016,1
AUTO:D064:,AUTO D064,David Capitolo,,,6,,,4,,,4,,,0,,1,1,Fall,2016,1
AUTO:D065P:,AUTO D065P,Michael McCart,,,10,,,5,,,2,,,2,,1,0,Fall,2016,1
AUTO:D065W:,AUTO D065W,Michael McCart,,,10,,,5,,,2,,,2,,1,0,Fall,2016,1
AUTO:D091A:,AUTO D091A,Richard Maynard,,,11,,,10,,,4,,,0,,1,0,Fall,2016,1
AUTO:D092A:,AUTO D092A,Richard Maynard,,,9,,,10,,,6,,,1,,0,0,Fall,2016,1
AUTO:D094A:,AUTO D094A,David Capitolo,,,10,,,8,,,5,,,3,,0,0,Fall,2016,1
AUTO:D094B:,AUTO D094B,David Capitolo,,,8,,,8,,,8,,,2,,0,0,Fall,2016,1
AUTO:D099A:,AUTO D099A,Lawrence Vernazza,,,11,,,13,,,1,,,0,,0,0,Fall,2016,1
AUTO:D099B:,AUTO D099B,Lawrence Vernazza,,,12,,,9,,,3,,,2,,0,0,Fall,2016,1
BIOL:D006A:,BIOL D006A,Brian Mccauley,,,7,,,7,,,4,,,7,,5,6,Fall,2016,1
BIOL:D006A:,BIOL D006A,Brian Mccauley,,,7,,,8,,,3,,,7,,2,6,Fall,2016,1
BIOL:D006A:,BIOL D006A,Bruce Heyer,,,2,,,10,,,6,,,2,,2,13,Fall,2016,1
BIOL:D006A:,BIOL D006A,Bruce Heyer,,,6,,,7,,,11,,,5,,3,1,Fall,2016,1
BIOL:D006A:,BIOL D006A,Elizabeth Mcpartlan,,,6,,,12,,,8,,,4,,4,3,Fall,2016,1
BIOL:D006A:,BIOL D006A,Elizabeth Mcpartlan,,,5,,,8,,,5,,,5,,5,8,Fall,2016,1
BIOL:D006B:,BIOL D006B,Simon Kang’a,,,3,,,4,,,3,,,4,,2,1,Fall,2016,1
BIOL:D006B:,BIOL D006B,Simon Kang’a,,,5,,,7,,,3,,,1,,1,2,Fall,2016,1
BIOL:D010:,BIOL D010,Susmita Sengupta,,,8,,,4,,,6,,,2,,8,4,Fall,2016,1
BIOL:D010:,BIOL D010,Susmita Sengupta,,,14,,,1,,,0,,,4,,6,5,Fall,2016,1
BIOL:D010:,BIOL D010,Jason Bram,,,10,,,14,,,7,,,3,,1,2,Fall,2016,1
BIOL:D010:,BIOL D010,Jason Bram,,,12,,,11,,,6,,,1,,0,5,Fall,2016,1
BIOL:D010:,BIOL D010,Judy Cuff-Alvarado,,,9,,,12,,,13,,,0,,1,1,Fall,2016,1
BIOL:D010:,BIOL D010,Judy Cuff-Alvarado,,,10,,,8,,,13,,,1,,5,0,Fall,2016,1
BIOL:D010:,BIOL D010,Eric Pane,,,4,,,3,,,7,,,6,,4,11,Fall,2016,1
BIOL:D010:,BIOL D010,Eric Pane,,,9,,,7,,,7,,,1,,2,3,Fall,2016,1
BIOL:D010:,BIOL D010,Gayatri Pal,,,12,,,8,,,3,,,2,,2,4,Fall,2016,1
BIOL:D010:,BIOL D010,Gayatri Pal,,,12,,,9,,,4,,,0,,0,3,Fall,2016,1
BIOL:D010:,BIOL D010,Dana Nakase,,,29,,,5,,,1,,,0,,0,1,Fall,2016,1
BIOL:D010:,BIOL D010,Dana Nakase,,,27,,,4,,,0,,,1,,1,0,Fall,2016,1
BIOL:D010H:,BIOL D010H,Eric Pane,,,0,,,0,,,0,,,0,,0,0,Fall,2016,1
BIOL:D010H:,BIOL D010H,Eric Pane,,,0,,,0,,,0,,,0,,0,0,Fall,2016,1
BIOL:D010H:,BIOL D010H,Dana Nakase,,,1,,,0,,,0,,,0,,0,0,Fall,2016,1
BIOL:D011:,BIOL D011,Vidyodhaya Sundaram,,,5,,,6,,,7,,,0,,6,2,Fall,2016,1
BIOL:D011:,BIOL D011,Vidyodhaya Sundaram,,,4,,,9,,,2,,,0,,4,0,Fall,2016,1
BIOL:D011:,BIOL D011,Ebenezer Morikang,,,3,,,4,,,7,,,0,,4,4,Fall,2016,1
BIOL:D011:,BIOL D011,Robert Johnson,,,2,,,3,,,6,,,0,,5,2,Fall,2016,1
